epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward,epoch_time_s
132,3.446,1.4974,1.9486,86.1752,0.4696,0.4706,0.0598,0.0,250.81
133,6.2044,4.5952,1.6092,85.4024,0.4776,0.4646,0.0578,0.0,248.16
134,5.9836,2.373,3.6106,86.334,0.4674,0.4774,0.0552,0.0,251.28
135,4.832,1.7474,3.0846,86.2796,0.4644,0.4746,0.061,0.0,251.76
136,5.3652,2.7138,2.6514,84.9086,0.4688,0.4732,0.058,0.0,248.61
137,5.2236,2.5964,2.6272,85.615,0.4698,0.472,0.0582,0.0,248.6
138,9.9294,4.8268,5.1026,84.6848,0.479,0.4774,0.0436,0.0,247.38
139,4.824,-1.0976,5.9216,85.7026,0.4548,0.4886,0.0566,0.0,249.61
140,6.6144,-0.9758,7.5902,85.8892,0.4516,0.4968,0.0516,0.0,250.3
141,-0.61,-4.3548,3.7448,87.5004,0.4404,0.4824,0.0772,0.0,255.03
142,4.2468,0.465,3.7818,86.4402,0.4604,0.4776,0.062,0.0,252.93
143,2.9672,-1.634,4.6012,86.5936,0.4492,0.484,0.0668,0.0,252.93
144,3.2918,-3.579,6.8708,86.4854,0.4402,0.493,0.0668,0.0,279.01
