game_number,epoch,episode,blue_win,red_win,reward,time,moves,log_probs
833,1,833,1,0,-41.0,2024-11-25 23:16:35,"9-13, 24-19, 10-15, 19x10, 7x14, 23-18, 14x23, 27x18, 12-16, 32-27, 3-7, 18-14, 6-10, 14-9, 5x14, 22-18, 14x23x32, 26-23, 8-12, 23-18, 4-8, 28-24, 16-19, 24x15x6, 2x9, 31-27, 32x23x14, 21-17, 14x21, 25-22, 11-15, 22-17, 21x14, 30-26, 1-5, 26-23, 7-10, 23-18, 15x22, 29-25, 22x29","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -0.6931471805599453, -2.1972245773362196, -2.0794415416798357, -2.3025850929940455, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -2.3978952727983707, -2.0794415416798357, -2.3978952727983707, -2.0794415416798357, -2.3978952727983707, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -1.0986122886681098, -0.6931471805599453, -0.6931471805599453, -2.3025850929940455, -1.6094379124341003, -0.6931471805599453, -1.0986122886681098, -2.4849066497880004, -1.0986122886681098, -2.3025850929940455, -1.0986122886681098, -0.6931471805599453, 0.0, 0.0"
834,1,834,0,0,-312.0,2024-11-25 23:16:35,"9-13, 22-18, 6-9, 18-15, 10x19, 23x16, 12x19, 24x15, 11x18, 27-24, 8-11, 31-27, 3-8, 24-20, 7-10, 26-23, 1-6, 23x14x7, 8-12, 7-3, 12-16, 21-17, 13x22, 25x18, 9-13, 30-26, 11-15, 20x11, 15x22x31x24, 28x19, 2-7, 3x10x1, 5-9, 11-7, 4-8, 7-3, 8-11, 32-27, 11-15, 19x10, 9-14, 3-8, 14-18, 27-24, 18-23, 29-25, 23-26, 8-12, 13-17, 12-8, 17-22, 25x18, 26-31, 8-4, 31-27, 10-6, 27x20, 6-2, 20-24, 1-5, 24-20, 18-14, 20-24, 5-1","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, -0.6931471805599453, -0.6931471805599453, 0.0, 0.0, -1.9459101490553135, -2.3025850929940455, -2.0794415416798357, -2.3978952727983707, -1.9459101490553135, -2.3025850929940455, -2.0794415416798357, -2.3978952727983707, 0.0, -1.791759469228055, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, 0.0, 0.0, -1.9459101490553135, -2.3025850929940455, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, -1.791759469228055, -0.6931471805599453, -1.0986122886681098, -2.1972245773362196, -1.0986122886681098, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, 0.0, -0.6931471805599453, -2.1972245773362196, -1.0986122886681098, -2.3978952727983707, -1.0986122886681098, -2.3978952727983707, -1.0986122886681098, -2.4849066497880004, -1.0986122886681098, -2.3025850929940455, -1.3862943611198906, 0.0, -0.6931471805599453, -2.4849066497880004, -0.6931471805599453, -2.1972245773362196, 0.0, -1.6094379124341003, -0.6931471805599453, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135"
835,1,835,0,1,95.0,2024-11-25 23:16:35,"9-14, 22-17, 11-15, 17-13, 14-18, 23x14, 10x17, 21x14, 7-11, 14-10, 15-18, 26-22, 6x15, 22-17, 2-7, 13-9, 5x14x21, 24-19, 15x24, 28x19, 12-16, 19x12, 18-23, 27x18, 11-16, 18-15, 8-11, 15x8, 4x11, 31-27, 1-6, 30-26, 21x30x23, 27x18, 11-15, 18x11x2x9, 3-7, 29-25, 16-19, 9-5, 19-24, 25-22, 24-27, 32x23, 7-10, 23-18, 10-15, 18x11","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -2.1972245773362196, 0.0, 0.0, 0.0, -2.1972245773362196, -2.3025850929940455, -2.0794415416798357, -2.1972245773362196, 0.0, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, 0.0, -1.791759469228055, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -1.6094379124341003, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -1.9459101490553135, -1.791759469228055, 0.0, 0.0, -1.9459101490553135, 0.0, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, 0.0, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, 0.0"
836,1,836,0,1,-167.0,2024-11-25 23:16:36,"10-15, 23-19, 9-13, 19x10, 6x15, 22-18, 15x22, 25x18, 11-16, 30-25, 13-17, 21x14, 16-19, 24x15, 1-6, 28-24, 7-10, 14x7, 2x11, 32-28, 11-16, 27-23, 6-10, 15x6, 3-7, 25-22, 16-20, 24-19, 5-9, 31-27, 7-10, 29-25, 10-14, 18-15, 12-16, 19x12x3, 20-24, 28x19, 9-13, 25-21, 13-17, 22x13, 14-18, 23x14, 4-8, 3x12","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, 0.0, -2.0794415416798357, 0.0, -1.9459101490553135, -2.3978952727983707, -1.9459101490553135, 0.0, -0.6931471805599453, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.9459101490553135, 0.0, -1.6094379124341003, -2.3978952727983707, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -2.3025850929940455, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, -1.791759469228055, 0.0, -1.6094379124341003, -0.6931471805599453, -1.3862943611198906, -2.4849066497880004, -1.3862943611198906, 0.0, -1.0986122886681098, 0.0, 0.0, 0.0"
837,1,837,0,1,-117.0,2024-11-25 23:16:36,"9-13, 23-18, 6-9, 24-20, 10-14, 21-17, 14x23, 27x18, 2-6, 31-27, 11-16, 20x11x2, 6-10, 27-23, 8-11, 25-21, 3-8, 32-27, 11-15, 18x11, 8x15, 23-18, 10-14, 18x11, 1-6, 17x10x1, 12-16, 30-25, 9-14, 1-6, 16-20, 2-7, 13-17, 22x13, 5-9, 7-10, 20-24, 10x17, 24x31x22, 17x26, 9-14, 26-23, 14-17, 21x14, 4-8, 11x4","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, -0.6931471805599453, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -1.791759469228055, 0.0, -1.6094379124341003, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, -2.3025850929940455, -2.3025850929940455, -1.9459101490553135, 0.0, 0.0, -2.3025850929940455, -1.791759469228055, -0.6931471805599453, -1.3862943611198906, 0.0, -1.3862943611198906, -2.639057329615259, -1.6094379124341003, -2.4849066497880004, -1.9459101490553135, -2.5649493574615367, -1.791759469228055, 0.0, -1.6094379124341003, -2.639057329615259, -1.3862943611198906, -1.0986122886681098, 0.0, -0.6931471805599453, -0.6931471805599453, -2.639057329615259, -1.0986122886681098, 0.0, 0.0, 0.0"
838,1,838,0,0,-51.0,2024-11-25 23:16:36,"10-15, 23-18, 12-16, 24-20, 16-19, 18-14, 9x18, 26-23, 19x26, 30x23x14, 6-10, 27-24, 10x17x26, 31x22, 5-9, 22-18, 15x22, 25x18, 11-16, 20x11, 8x15x22, 29-25, 22x29, 32-27, 3-8, 27-23, 29-25, 24-20, 9-14, 23-19, 14-17, 21x14, 25-22, 14-9, 22-26, 20-16, 7-10, 16-11, 8x15x24, 28x19, 26-22, 9-5, 4-8, 19-15, 10x19","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, 0.0, 0.0, -2.0794415416798357, -1.791759469228055, 0.0, 0.0, -2.1972245773362196, 0.0, -0.6931471805599453, -1.6094379124341003, 0.0, -1.3862943611198906, -2.3025850929940455, -1.3862943611198906, -2.3025850929940455, -1.6094379124341003, -2.4849066497880004, -1.6094379124341003, -2.4849066497880004, 0.0, -2.3978952727983707, -1.791759469228055, -2.3978952727983707, -1.791759469228055, -2.3978952727983707, -1.791759469228055, 0.0, 0.0, -2.3978952727983707, -1.3862943611198906, -2.3025850929940455, -0.6931471805599453, 0.0, 1"
839,1,839,0,1,-292.0,2024-11-25 23:16:36,"11-15, 23-19, 12-16, 19x12, 9-14, 26-23, 15-19, 23x16, 8-11, 31-26, 11x20, 22-17, 3-8, 12x3, 7-11, 24-19, 6-9, 28-24, 9-13, 26-22, 4-8, 3x12, 5-9, 32-28, 2-7, 27-23, 20x27, 23-18, 14x23, 12-8, 10-14, 17x10x3, 1-5, 8x15, 27-32, 30-26, 23x30, 21-17, 30x21x14, 19-16, 14-10, 15x6, 9-14, 28-24, 5-9, 6-1, 13-17, 22x13x6, 32-27, 16-12, 27x20, 3-8, 20-24, 8-4, 14-17, 4-8, 24-19, 8-11, 19-15, 11x18, 17-22, 18x25","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, 0.0, -1.9459101490553135, -1.9459101490553135, 0.0, -1.791759469228055, -2.0794415416798357, -2.1972245773362196, -2.3978952727983707, -2.1972245773362196, -2.1972245773362196, -2.1972245773362196, 0.0, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, 0.0, -2.0794415416798357, 0.0, -2.0794415416798357, -2.3025850929940455, -0.6931471805599453, -2.1972245773362196, 0.0, -1.6094379124341003, -2.3978952727983707, 0.0, -2.3025850929940455, 0.0, -2.3025850929940455, -1.6094379124341003, 0.0, -1.0986122886681098, -2.4849066497880004, -1.791759469228055, -2.4849066497880004, -1.6094379124341003, 0.0, -1.3862943611198906, -2.1972245773362196, 0.0, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.791759469228055, -1.791759469228055, 0.0, -0.6931471805599453, 0.0"
840,1,840,0,1,-165.0,2024-11-25 23:16:37,"10-15, 23-18, 6-10, 27-23, 11-16, 18x11, 8x15, 22-18, 15x22, 25x18, 1-6, 18-14, 9x18x27, 32x23, 6-9, 30-25, 16-19, 24x15x6, 12-16, 6-1, 7-11, 28-24, 2-7, 23-19, 16x23x30, 31-27, 30-26, 24-20, 26-22, 25x18, 3-8, 18-14, 9x18, 20-16, 11x20, 29-25, 18-22, 25x18, 20-24, 27x20, 5-9, 18-14, 9x18, 20-16, 7-10, 16-12, 18-22, 12x3, 4-8, 3x12, 10-15, 1-6, 15-18, 6-10, 22-26, 12-16, 18-23, 10-15, 26-30, 15-18, 30-25, 18x27, 25-30, 27-31, 30-26, 31x22","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, 0.0, -0.6931471805599453, -2.3978952727983707, -2.3978952727983707, -0.6931471805599453, 0.0, -2.1972245773362196, -2.1972245773362196, -2.3025850929940455, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, 0.0, -1.9459101490553135, -2.0794415416798357, -1.791759469228055, -2.3978952727983707, 0.0, -1.9459101490553135, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -1.791759469228055, 0.0, -1.3862943611198906, -1.791759469228055, -1.6094379124341003, -1.6094379124341003, 0.0, -1.6094379124341003, 0.0, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.9459101490553135, -1.0986122886681098, -1.9459101490553135, -1.3862943611198906, -2.1972245773362196, -1.0986122886681098, -2.1972245773362196, -1.3862943611198906, 0.0, -1.0986122886681098, -2.1972245773362196, -0.6931471805599453, 0.0"
841,1,841,0,1,-66.0,2024-11-25 23:16:37,"12-16, 24-20, 11-15, 20x11, 7x16, 23-18, 9-13, 18x11, 8x15, 27-24, 10-14, 24-19, 16x23, 26x19x10, 6x15, 21-17, 14x21, 32-27, 13-17, 22x13, 5-9, 13x6, 2x9, 27-23, 9-13, 25-22, 13-17, 22x13, 21-25, 30x21, 15-18, 23x14, 1-6, 13-9, 6x13, 28-24, 4-8, 24-19, 8-12, 14-10, 3-8, 31-26, 13-17, 21x14, 12-16, 19x12x3","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -2.3025850929940455, 0.0, 0.0, -1.9459101490553135, -2.4849066497880004, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, -2.0794415416798357, 0.0, -1.9459101490553135, -2.3025850929940455, 0.0, -2.1972245773362196, 0.0, -0.6931471805599453, -1.791759469228055, -2.1972245773362196, -1.9459101490553135, -2.1972245773362196, 0.0, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, 0.0, -1.6094379124341003, -2.0794415416798357, 0.0, -1.9459101490553135, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.0986122886681098, 0.0, -0.6931471805599453, 0.0"
842,1,842,0,1,-37.0,2024-11-25 23:16:37,"9-14, 24-19, 5-9, 22-17, 10-15, 19x10, 6x15, 17x10, 7x14, 23-18, 15x22, 26x17x10, 2-7, 27-24, 7x14, 31-26, 1-6, 24-20, 9-13, 26-23, 6-9, 28-24, 14-17, 21x14x5, 13-17, 23-18, 17-22, 18-14, 11-15, 25x18x11, 8x15, 29-25, 3-7, 5-1, 15-18, 14-9, 18-23, 9-5, 4-8, 1-6, 7-11, 6-10, 23-27, 32x23, 11-15, 10x19, 8-11, 23-18, 11-16, 20x11, 12-16, 19x12","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -0.6931471805599453, 0.0, 0.0, 0.0, -1.9459101490553135, -0.6931471805599453, -0.6931471805599453, -2.3025850929940455, -2.0794415416798357, 0.0, -2.0794415416798357, -2.1972245773362196, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, -1.9459101490553135, 0.0, -1.6094379124341003, -2.3025850929940455, -1.791759469228055, -2.1972245773362196, -1.6094379124341003, 0.0, 0.0, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.791759469228055, -2.3978952727983707, -1.791759469228055, -2.3978952727983707, -1.791759469228055, -2.0794415416798357, -1.791759469228055, -2.4849066497880004, -1.6094379124341003, 0.0, -1.0986122886681098, 0.0, -0.6931471805599453, -2.0794415416798357, -1.0986122886681098, 0.0, 0.0, 0.0"
843,1,843,0,0,-316.0,2024-11-25 23:16:37,"9-13, 21-17, 11-15, 23-19, 5-9, 22-18, 13x22, 18x11, 8x15, 26x17, 9-14, 25-21, 15-18, 27-23, 18x27, 32x23, 10-15, 19x10, 6x15, 17x10, 7x14, 30-25, 15-19, 23x16, 12x19, 24x15, 3-8, 15-11, 8x15, 28-24, 15-18, 24-20, 18-22, 25x18x9, 1-6, 31-26, 6x13, 29-25, 2-7, 20-16, 4-8, 16-12, 7-11, 12x3, 11-15, 21-17, 13x22x31, 3-8, 15-19, 8-12, 19-23, 12-8, 31-26, 8-4, 26-30, 25-22, 30-26, 22-17, 26-30, 17-13, 30-26, 13-9, 26-31, 4-8, 23-27, 8-3, 27-32, 9-5, 32-27, 3-8","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -0.6931471805599453, -0.6931471805599453, -0.6931471805599453, -0.6931471805599453, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, 0.0, 0.0, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.3025850929940455, -2.4849066497880004, -0.6931471805599453, 0.0, 0.0, -2.1972245773362196, -1.9459101490553135, 0.0, -1.6094379124341003, -2.1972245773362196, -1.791759469228055, -2.0794415416798357, 0.0, -1.6094379124341003, -1.791759469228055, 0.0, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, 0.0, -1.0986122886681098, -1.791759469228055, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -0.6931471805599453, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.791759469228055, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906, -1.0986122886681098"
844,1,844,0,0,-318.0,2024-11-25 23:16:38,"10-15, 24-19, 15x24, 27x20, 9-13, 22-18, 6-10, 25-22, 10-15, 18-14, 13-17, 22x13, 12-16, 14-10, 7x14, 32-27, 15-19, 21-17, 14x21, 13-9, 5x14, 23-18, 14x23x32, 26-22, 8-12, 22-18, 2-7, 30-25, 21x30, 18-15, 11x18, 20x11x2, 1-6, 2x9, 19-23, 31-27, 3-7, 28-24, 4-8, 9-13, 18-22, 27x18, 32-27, 18-15, 27x20, 13-17, 30-25, 17x26, 25-30, 26-23, 30-25, 29x22, 7-11, 22-18, 20-24, 18-14, 11x18x27, 14-10, 27-31, 10-7, 8-11, 7-3, 31-27, 3-8, 27-32, 8x15, 24-28, 15-10, 12-16, 10-6, 16-20, 6-10, 20-24, 10-15, 32-27, 15-18, 27-31, 18-14, 24-27, 14-9, 31-26, 9-5, 28-32, 5-9, 26-31","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, -2.3025850929940455, -2.1972245773362196, 0.0, -2.0794415416798357, -2.4849066497880004, 0.0, -2.3025850929940455, -2.3978952727983707, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, -1.791759469228055, -2.3978952727983707, -2.0794415416798357, -2.4849066497880004, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, 0.0, -2.5649493574615367, 0.0, -2.3978952727983707, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, -2.1972245773362196, 0.0, -2.3025850929940455, -1.9459101490553135, 0.0, -1.6094379124341003, -2.3025850929940455, 0.0, -2.1972245773362196, -1.791759469228055, -2.0794415416798357, 0.0, -1.791759469228055, -1.9459101490553135, -1.3862943611198906, -1.6094379124341003, 0.0, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -2.1972245773362196, -0.6931471805599453, -2.1972245773362196, 0.0, -1.9459101490553135, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -2.0794415416798357, -0.6931471805599453, -1.791759469228055"
845,1,845,1,0,9.0,2024-11-25 23:16:38,"11-16, 24-20, 9-13, 20x11, 7x16, 22-18, 10-14, 18x9, 5x14, 28-24, 6-9, 23-18, 14x23, 26x19, 16x23, 27x18, 9-14, 18x9, 12-16, 21-17, 13x22, 25x18, 1-5, 29-25, 5x14x23, 32-27, 23x32, 24-20, 16-19, 25-21, 3-7, 30-26, 8-12, 26-22, 19-24, 22-18, 4-8, 18-15, 24-28, 31-27, 32x23, 15-10, 7x14, 21-17, 14x21, 20-16, 12x19","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.3025850929940455, 0.0, 0.0, -1.9459101490553135, -2.3978952727983707, -2.0794415416798357, 0.0, -0.6931471805599453, 0.0, 0.0, -2.1972245773362196, 0.0, -2.0794415416798357, -2.3978952727983707, 0.0, 0.0, -2.1972245773362196, -2.4849066497880004, 0.0, -2.1972245773362196, 0.0, -1.9459101490553135, -2.0794415416798357, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -2.1972245773362196, -1.6094379124341003, -2.1972245773362196, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -2.1972245773362196, -1.791759469228055, 0.0, -1.3862943611198906, 0.0, -0.6931471805599453, 0.0, 0.0, 0.0"
846,1,846,1,0,-197.0,2024-11-25 23:16:38,"9-13, 21-17, 11-15, 23-19, 8-11, 19-16, 12x19, 25-21, 3-8, 27-23, 5-9, 23x16, 11x20x27, 32x23, 8-11, 23-18, 1-5, 30-25, 10-14, 17x10x3, 9-14, 18x9, 5x14, 31-27, 15-19, 28-24, 19x28, 22-17, 13x22x31x24, 3-7, 11-15, 21-17, 2x11, 17x10x1, 15-18, 1-5, 18-23, 5-9, 4-8, 9-14, 11-16, 25-21, 23-26, 29-25, 28-32, 14-17, 16-19, 25-22, 26-31, 22-18, 24-20, 18-14, 20-24, 17-13, 19-23, 13-9, 8-11, 14-10, 31-26, 9-14, 11-16, 21-17, 26-22, 14-18, 22x15x6, 17-14, 24-27, 14-9, 6x13","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, -2.0794415416798357, -1.9459101490553135, -1.791759469228055, 0.0, 0.0, -0.6931471805599453, -2.0794415416798357, -2.0794415416798357, -1.791759469228055, -1.9459101490553135, -1.6094379124341003, -0.6931471805599453, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, 0.0, -2.0794415416798357, 0.0, -1.3862943611198906, -2.3978952727983707, -1.6094379124341003, -0.6931471805599453, 0.0, -2.0794415416798357, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.791759469228055, -2.4849066497880004, -1.3862943611198906, -2.3025850929940455, -1.0986122886681098, -2.3025850929940455, -1.6094379124341003, -2.3025850929940455, -1.3862943611198906, -2.3025850929940455, -1.6094379124341003, -2.4849066497880004, -1.6094379124341003, -2.4849066497880004, -1.9459101490553135, -2.4849066497880004, -1.791759469228055, -2.4849066497880004, -1.6094379124341003, -0.6931471805599453, -0.6931471805599453, -2.639057329615259, -0.6931471805599453, 0.0"
847,1,847,0,0,-361.0,2024-11-25 23:16:38,"10-14, 22-17, 7-10, 26-22, 2-7, 17-13, 11-16, 22-17, 16-19, 24x15, 10x19x26, 31x22, 14-18, 22x15, 9-14, 17x10, 7x14, 25-22, 3-7, 13-9, 6x13, 22-18, 14x23, 27x18, 7-11, 32-27, 12-16, 30-25, 5-9, 15-10, 11-15, 18x11, 8x15, 27-23, 16-19, 23x16, 15-19, 16-12, 19-24, 28x19, 1-5, 19-16, 13-17, 21x14, 9x18, 10-7, 18-22, 25x18, 5-9, 18-15, 9-14, 15-11, 14-18, 12-8, 18-22, 29-25, 22x29, 8-3, 4-8, 3x12, 29-25, 11-8, 25-29, 8-4, 29-25, 7-3, 25-30, 3-7, 30-25","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -1.791759469228055, -2.1972245773362196, -1.791759469228055, -0.6931471805599453, 0.0, -1.0986122886681098, -1.791759469228055, 0.0, -1.791759469228055, 0.0, 0.0, -2.1972245773362196, -2.0794415416798357, -2.4849066497880004, 0.0, -2.3978952727983707, 0.0, 0.0, -1.9459101490553135, -2.0794415416798357, -1.6094379124341003, -2.1972245773362196, -1.791759469228055, -1.9459101490553135, -2.0794415416798357, 0.0, 0.0, -1.9459101490553135, -2.1972245773362196, 0.0, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -1.6094379124341003, -1.9459101490553135, -1.0986122886681098, 0.0, 0.0, -1.791759469228055, -1.3862943611198906, 0.0, -0.6931471805599453, -1.9459101490553135, -1.0986122886681098, -1.9459101490553135, -1.0986122886681098, -1.6094379124341003, -0.6931471805599453, -1.6094379124341003, 0.0, -1.3862943611198906, -0.6931471805599453, -0.6931471805599453, 0.0, -1.3862943611198906, -1.3862943611198906, -1.6094379124341003, 0.0, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -0.6931471805599453"
848,1,848,1,0,4.0,2024-11-25 23:16:39,"12-16, 23-18, 16-20, 18-15, 10x19, 24x15, 11x18, 22x15, 9-13, 27-23, 20-24, 28x19, 7-10, 32-28, 6-9, 15x6, 1x10, 31-27, 8-11, 19-15, 11x18, 23x14x7, 2x11, 25-22, 9-14, 30-25, 4-8, 21-17, 14x21x30x23x32, 22-18, 5-9, 28-24, 11-16, 18-14, 9x18, 29-25, 16-19, 24x15, 3-7, 15-11, 7x16, 25-22, 18x25","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -0.6931471805599453, 0.0, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, -2.1972245773362196, 0.0, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, -0.6931471805599453, 0.0, -0.6931471805599453, -1.9459101490553135, -1.9459101490553135, -2.1972245773362196, -2.1972245773362196, -1.9459101490553135, 0.0, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -2.0794415416798357, -1.6094379124341003, 0.0, -1.0986122886681098, -2.3025850929940455, 0.0, -2.0794415416798357, -1.3862943611198906, -0.6931471805599453, -0.6931471805599453, 0.0"
849,1,849,1,0,-31.0,2024-11-25 23:16:39,"10-14, 24-20, 11-16, 20x11, 7x16, 28-24, 9-13, 21-17, 14x21, 32-28, 6-9, 23-19, 16x23x32, 26-23, 3-7, 31-27, 7-11, 23-18, 32x23x14, 24-20, 2-6, 22-18, 14x23, 25-22, 13-17, 22x13, 11-15, 30-26, 23x30, 29-25, 9-14, 20-16, 12x19, 13-9, 6x13, 28-24, 19x28, 25-22, 1-6, 22-18, 15x22","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, 0.0, -1.9459101490553135, -2.1972245773362196, -1.791759469228055, 0.0, -1.791759469228055, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -1.9459101490553135, 0.0, -1.6094379124341003, -2.3025850929940455, -1.6094379124341003, 0.0, -1.3862943611198906, -2.3978952727983707, 0.0, -2.3025850929940455, -1.6094379124341003, 0.0, -1.0986122886681098, -1.9459101490553135, -1.3862943611198906, 0.0, -1.0986122886681098, 0.0, -0.6931471805599453, 0.0, 0.0, -2.5649493574615367, -0.6931471805599453, -0.6931471805599453"
